"","stockid","year","catch","rfmo","tax_grp"
"711","SWORDIO",1959,617,"IOTC","billfish"
"712","SWORDIO",1960,711,"IOTC","billfish"
"713","SWORDIO",1961,918,"IOTC","billfish"
"714","SWORDIO",1962,1080,"IOTC","billfish"
"715","SWORDIO",1963,974,"IOTC","billfish"
"716","SWORDIO",1964,1180,"IOTC","billfish"
"717","SWORDIO",1965,1280,"IOTC","billfish"
"718","SWORDIO",1966,1360,"IOTC","billfish"
"719","SWORDIO",1967,1810,"IOTC","billfish"
"720","SWORDIO",1968,1720,"IOTC","billfish"
"721","SWORDIO",1969,1990,"IOTC","billfish"
"722","SWORDIO",1970,2470,"IOTC","billfish"
"723","SWORDIO",1971,2060,"IOTC","billfish"
"724","SWORDIO",1972,1970,"IOTC","billfish"
"725","SWORDIO",1973,1600,"IOTC","billfish"
"726","SWORDIO",1974,1920,"IOTC","billfish"
"727","SWORDIO",1975,2190,"IOTC","billfish"
"728","SWORDIO",1976,1950,"IOTC","billfish"
"729","SWORDIO",1977,1880,"IOTC","billfish"
"730","SWORDIO",1978,2390,"IOTC","billfish"
"731","SWORDIO",1979,2580,"IOTC","billfish"
"732","SWORDIO",1980,2640,"IOTC","billfish"
"733","SWORDIO",1981,2660,"IOTC","billfish"
"734","SWORDIO",1982,3510,"IOTC","billfish"
"735","SWORDIO",1983,4000,"IOTC","billfish"
"736","SWORDIO",1984,3890,"IOTC","billfish"
"737","SWORDIO",1985,4980,"IOTC","billfish"
"738","SWORDIO",1986,5730,"IOTC","billfish"
"739","SWORDIO",1987,6550,"IOTC","billfish"
"740","SWORDIO",1988,9160,"IOTC","billfish"
"741","SWORDIO",1989,8090,"IOTC","billfish"
"742","SWORDIO",1990,8520,"IOTC","billfish"
"743","SWORDIO",1991,9350,"IOTC","billfish"
"744","SWORDIO",1992,15700,"IOTC","billfish"
"745","SWORDIO",1993,25900,"IOTC","billfish"
"746","SWORDIO",1994,27400,"IOTC","billfish"
"747","SWORDIO",1995,32000,"IOTC","billfish"
"748","SWORDIO",1996,36200,"IOTC","billfish"
"749","SWORDIO",1997,35800,"IOTC","billfish"
"750","SWORDIO",1998,38100,"IOTC","billfish"
"751","SWORDIO",1999,36000,"IOTC","billfish"
"752","SWORDIO",2000,35400,"IOTC","billfish"
"753","SWORDIO",2001,32400,"IOTC","billfish"
"754","SWORDIO",2002,33400,"IOTC","billfish"
"755","SWORDIO",2003,38000,"IOTC","billfish"
"756","SWORDIO",2004,40200,"IOTC","billfish"
"757","SWORDIO",2005,35700,"IOTC","billfish"
"758","SWORDIO",2006,32900,"IOTC","billfish"
"759","SWORDIO",2007,30200,"IOTC","billfish"
"760","SWORDIO",2008,24600,"IOTC","billfish"
"761","SWORDIO",2009,24700,"IOTC","billfish"
"762","SWORDIO",2010,24900,"IOTC","billfish"
"763","SWORDIO",2011,21400,"IOTC","billfish"
"764","SWORDIO",2012,26800,"IOTC","billfish"
"765","SWORDIO",2013,30100,"IOTC","billfish"
"766","SWORDIO",2014,27300,"IOTC","billfish"
"767","SWORDIO",2015,31400,"IOTC","billfish"
"768","SWORDIO",2016,30800,"IOTC","billfish"
"769","SWORDIO",2017,33000,"IOTC","billfish"
"770","SWORDIO",2018,30600,"IOTC","billfish"
"771","SWORDIO",2019,33700,"IOTC","billfish"
"772","SWORDIO",2020,26005,"IOTC","billfish"
"773","SWORDMED",1950,586,"ICCAT","billfish"
"774","SWORDMED",1951,580,"ICCAT","billfish"
"775","SWORDMED",1952,337,"ICCAT","billfish"
"776","SWORDMED",1953,0,"ICCAT","billfish"
"777","SWORDMED",1954,452,"ICCAT","billfish"
"778","SWORDMED",1955,340,"ICCAT","billfish"
"779","SWORDMED",1956,393,"ICCAT","billfish"
"780","SWORDMED",1957,250,"ICCAT","billfish"
"781","SWORDMED",1958,914,"ICCAT","billfish"
"782","SWORDMED",1959,200,"ICCAT","billfish"
"783","SWORDMED",1960,112,"ICCAT","billfish"
"784","SWORDMED",1961,206,"ICCAT","billfish"
"785","SWORDMED",1962,300,"ICCAT","billfish"
"786","SWORDMED",1963,318,"ICCAT","billfish"
"787","SWORDMED",1964,394,"ICCAT","billfish"
"788","SWORDMED",1965,1760,"ICCAT","billfish"
"789","SWORDMED",1966,1750,"ICCAT","billfish"
"790","SWORDMED",1967,1320,"ICCAT","billfish"
"791","SWORDMED",1968,3440,"ICCAT","billfish"
"792","SWORDMED",1969,3720,"ICCAT","billfish"
"793","SWORDMED",1970,3340,"ICCAT","billfish"
"794","SWORDMED",1971,4980,"ICCAT","billfish"
"795","SWORDMED",1972,5970,"ICCAT","billfish"
"796","SWORDMED",1973,4810,"ICCAT","billfish"
"797","SWORDMED",1974,5040,"ICCAT","billfish"
"798","SWORDMED",1975,4310,"ICCAT","billfish"
"799","SWORDMED",1976,4640,"ICCAT","billfish"
"800","SWORDMED",1977,5290,"ICCAT","billfish"
"801","SWORDMED",1978,5970,"ICCAT","billfish"
"802","SWORDMED",1979,5550,"ICCAT","billfish"
"803","SWORDMED",1980,6580,"ICCAT","billfish"
"804","SWORDMED",1981,6810,"ICCAT","billfish"
"805","SWORDMED",1982,6340,"ICCAT","billfish"
"806","SWORDMED",1983,6900,"ICCAT","billfish"
"807","SWORDMED",1984,13700,"ICCAT","billfish"
"808","SWORDMED",1985,15300,"ICCAT","billfish"
"809","SWORDMED",1986,16800,"ICCAT","billfish"
"810","SWORDMED",1987,18300,"ICCAT","billfish"
"811","SWORDMED",1988,20400,"ICCAT","billfish"
"812","SWORDMED",1989,17800,"ICCAT","billfish"
"813","SWORDMED",1990,16000,"ICCAT","billfish"
"814","SWORDMED",1991,15700,"ICCAT","billfish"
"815","SWORDMED",1992,14700,"ICCAT","billfish"
"816","SWORDMED",1993,13300,"ICCAT","billfish"
"817","SWORDMED",1994,16100,"ICCAT","billfish"
"818","SWORDMED",1995,13000,"ICCAT","billfish"
"819","SWORDMED",1996,12100,"ICCAT","billfish"
"820","SWORDMED",1997,14700,"ICCAT","billfish"
"821","SWORDMED",1998,14400,"ICCAT","billfish"
"822","SWORDMED",1999,13700,"ICCAT","billfish"
"823","SWORDMED",2000,15600,"ICCAT","billfish"
"824","SWORDMED",2001,15000,"ICCAT","billfish"
"825","SWORDMED",2002,12800,"ICCAT","billfish"
"826","SWORDMED",2003,15700,"ICCAT","billfish"
"827","SWORDMED",2004,14400,"ICCAT","billfish"
"828","SWORDMED",2005,14600,"ICCAT","billfish"
"829","SWORDMED",2006,14900,"ICCAT","billfish"
"830","SWORDMED",2007,14200,"ICCAT","billfish"
"831","SWORDMED",2008,13683,"ICCAT","billfish"
"832","SWORDMED",2009,13235,"ICCAT","billfish"
"833","SWORDMED",2010,14754,"ICCAT","billfish"
"834","SWORDMED",2011,12640,"ICCAT","billfish"
"835","SWORDMED",2012,11046,"ICCAT","billfish"
"836","SWORDMED",2013,10070,"ICCAT","billfish"
"837","SWORDMED",2014,10969,"ICCAT","billfish"
"838","SWORDMED",2015,11983,"ICCAT","billfish"
"839","SWORDMED",2016,12300,"ICCAT","billfish"
"840","SWORDMED",2017,10390,"ICCAT","billfish"
"841","SWORDMED",2018,8677,"ICCAT","billfish"
"842","SWORDMED",2019,8150,"ICCAT","billfish"
"843","SWORDNATL",1950,3650,"ICCAT","billfish"
"844","SWORDNATL",1951,2580,"ICCAT","billfish"
"845","SWORDNATL",1952,2990,"ICCAT","billfish"
"846","SWORDNATL",1953,3300,"ICCAT","billfish"
"847","SWORDNATL",1954,3030,"ICCAT","billfish"
"848","SWORDNATL",1955,3500,"ICCAT","billfish"
"849","SWORDNATL",1956,3360,"ICCAT","billfish"
"850","SWORDNATL",1957,4580,"ICCAT","billfish"
"851","SWORDNATL",1958,4900,"ICCAT","billfish"
"852","SWORDNATL",1959,6230,"ICCAT","billfish"
"853","SWORDNATL",1960,3830,"ICCAT","billfish"
"854","SWORDNATL",1961,4380,"ICCAT","billfish"
"855","SWORDNATL",1962,5340,"ICCAT","billfish"
"856","SWORDNATL",1963,10200,"ICCAT","billfish"
"857","SWORDNATL",1964,11300,"ICCAT","billfish"
"858","SWORDNATL",1965,8650,"ICCAT","billfish"
"859","SWORDNATL",1966,9350,"ICCAT","billfish"
"860","SWORDNATL",1967,9110,"ICCAT","billfish"
"861","SWORDNATL",1968,9170,"ICCAT","billfish"
"862","SWORDNATL",1969,9200,"ICCAT","billfish"
"863","SWORDNATL",1970,9500,"ICCAT","billfish"
"864","SWORDNATL",1971,5270,"ICCAT","billfish"
"865","SWORDNATL",1972,4770,"ICCAT","billfish"
"866","SWORDNATL",1973,6070,"ICCAT","billfish"
"867","SWORDNATL",1974,6360,"ICCAT","billfish"
"868","SWORDNATL",1975,8840,"ICCAT","billfish"
"869","SWORDNATL",1976,6700,"ICCAT","billfish"
"870","SWORDNATL",1977,6410,"ICCAT","billfish"
"871","SWORDNATL",1978,11800,"ICCAT","billfish"
"872","SWORDNATL",1979,11900,"ICCAT","billfish"
"873","SWORDNATL",1980,13600,"ICCAT","billfish"
"874","SWORDNATL",1981,11200,"ICCAT","billfish"
"875","SWORDNATL",1982,13200,"ICCAT","billfish"
"876","SWORDNATL",1983,14500,"ICCAT","billfish"
"877","SWORDNATL",1984,12800,"ICCAT","billfish"
"878","SWORDNATL",1985,14400,"ICCAT","billfish"
"879","SWORDNATL",1986,18500,"ICCAT","billfish"
"880","SWORDNATL",1987,20200,"ICCAT","billfish"
"881","SWORDNATL",1988,19500,"ICCAT","billfish"
"882","SWORDNATL",1989,17300,"ICCAT","billfish"
"883","SWORDNATL",1990,15700,"ICCAT","billfish"
"884","SWORDNATL",1991,14900,"ICCAT","billfish"
"885","SWORDNATL",1992,15400,"ICCAT","billfish"
"886","SWORDNATL",1993,16700,"ICCAT","billfish"
"887","SWORDNATL",1994,15500,"ICCAT","billfish"
"888","SWORDNATL",1995,16900,"ICCAT","billfish"
"889","SWORDNATL",1996,15200,"ICCAT","billfish"
"890","SWORDNATL",1997,13000,"ICCAT","billfish"
"891","SWORDNATL",1998,12200,"ICCAT","billfish"
"892","SWORDNATL",1999,11600,"ICCAT","billfish"
"893","SWORDNATL",2000,11500,"ICCAT","billfish"
"894","SWORDNATL",2001,10000,"ICCAT","billfish"
"895","SWORDNATL",2002,9650,"ICCAT","billfish"
"896","SWORDNATL",2003,11400,"ICCAT","billfish"
"897","SWORDNATL",2004,12200,"ICCAT","billfish"
"898","SWORDNATL",2005,12500,"ICCAT","billfish"
"899","SWORDNATL",2006,11500,"ICCAT","billfish"
"900","SWORDNATL",2007,12300,"ICCAT","billfish"
"901","SWORDNATL",2008,11000,"ICCAT","billfish"
"902","SWORDNATL",2009,12100,"ICCAT","billfish"
"903","SWORDNATL",2010,11600,"ICCAT","billfish"
"904","SWORDNATL",2011,12500,"ICCAT","billfish"
"905","SWORDNATL",2012,13800,"ICCAT","billfish"
"906","SWORDNATL",2013,12000,"ICCAT","billfish"
"907","SWORDNATL",2014,10678,"ICCAT","billfish"
"908","SWORDNATL",2015,10673,"ICCAT","billfish"
"909","SWORDNATL",2016,10376,"ICCAT","billfish"
"910","SWORDNATL",2017,10169,"ICCAT","billfish"
"911","SWORDNATL",2018,8858,"ICCAT","billfish"
"912","SWORDNPAC",1951,11700,"IATTC","billfish"
"913","SWORDNPAC",1952,11700,"IATTC","billfish"
"914","SWORDNPAC",1953,12400,"IATTC","billfish"
"915","SWORDNPAC",1954,13600,"IATTC","billfish"
"916","SWORDNPAC",1955,14100,"IATTC","billfish"
"917","SWORDNPAC",1956,15500,"IATTC","billfish"
"918","SWORDNPAC",1957,15200,"IATTC","billfish"
"919","SWORDNPAC",1958,19700,"IATTC","billfish"
"920","SWORDNPAC",1959,18700,"IATTC","billfish"
"921","SWORDNPAC",1960,22000,"IATTC","billfish"
"922","SWORDNPAC",1961,21200,"IATTC","billfish"
"923","SWORDNPAC",1962,12000,"IATTC","billfish"
"924","SWORDNPAC",1963,10900,"IATTC","billfish"
"925","SWORDNPAC",1964,7150,"IATTC","billfish"
"926","SWORDNPAC",1965,10100,"IATTC","billfish"
"927","SWORDNPAC",1966,11200,"IATTC","billfish"
"928","SWORDNPAC",1967,11700,"IATTC","billfish"
"929","SWORDNPAC",1968,10700,"IATTC","billfish"
"930","SWORDNPAC",1969,10300,"IATTC","billfish"
"931","SWORDNPAC",1970,9040,"IATTC","billfish"
"932","SWORDNPAC",1971,7440,"IATTC","billfish"
"933","SWORDNPAC",1972,6750,"IATTC","billfish"
"934","SWORDNPAC",1973,7520,"IATTC","billfish"
"935","SWORDNPAC",1974,8430,"IATTC","billfish"
"936","SWORDNPAC",1975,11000,"IATTC","billfish"
"937","SWORDNPAC",1976,12000,"IATTC","billfish"
"938","SWORDNPAC",1977,12200,"IATTC","billfish"
"939","SWORDNPAC",1978,13600,"IATTC","billfish"
"940","SWORDNPAC",1979,11500,"IATTC","billfish"
"941","SWORDNPAC",1980,10200,"IATTC","billfish"
"942","SWORDNPAC",1981,10800,"IATTC","billfish"
"943","SWORDNPAC",1982,9760,"IATTC","billfish"
"944","SWORDNPAC",1983,12300,"IATTC","billfish"
"945","SWORDNPAC",1984,13300,"IATTC","billfish"
"946","SWORDNPAC",1985,15800,"IATTC","billfish"
"947","SWORDNPAC",1986,13800,"IATTC","billfish"
"948","SWORDNPAC",1987,14100,"IATTC","billfish"
"949","SWORDNPAC",1988,13000,"IATTC","billfish"
"950","SWORDNPAC",1989,11800,"IATTC","billfish"
"951","SWORDNPAC",1990,12500,"IATTC","billfish"
"952","SWORDNPAC",1991,13000,"IATTC","billfish"
"953","SWORDNPAC",1992,18300,"IATTC","billfish"
"954","SWORDNPAC",1993,19200,"IATTC","billfish"
"955","SWORDNPAC",1994,15300,"IATTC","billfish"
"956","SWORDNPAC",1995,13700,"IATTC","billfish"
"957","SWORDNPAC",1996,12900,"IATTC","billfish"
"958","SWORDNPAC",1997,13900,"IATTC","billfish"
"959","SWORDNPAC",1998,13800,"IATTC","billfish"
"960","SWORDNPAC",1999,14200,"IATTC","billfish"
"961","SWORDNPAC",2000,17100,"IATTC","billfish"
"962","SWORDNPAC",2001,13800,"IATTC","billfish"
"963","SWORDNPAC",2002,13700,"IATTC","billfish"
"964","SWORDNPAC",2003,13500,"IATTC","billfish"
"965","SWORDNPAC",2004,13300,"IATTC","billfish"
"966","SWORDNPAC",2005,14200,"IATTC","billfish"
"967","SWORDNPAC",2006,15100,"IATTC","billfish"
"968","SWORDNPAC",2007,15800,"IATTC","billfish"
"969","SWORDNPAC",2008,13600,"IATTC","billfish"
"970","SWORDNPAC",2009,12400,"IATTC","billfish"
"971","SWORDNPAC",2010,10700,"IATTC","billfish"
"972","SWORDNPAC",2011,9460,"IATTC","billfish"
"973","SWORDNPAC",2012,9860,"IATTC","billfish"
"974","SWORDSATL",1950,100,"ICCAT","billfish"
"975","SWORDSATL",1951,200,"ICCAT","billfish"
"976","SWORDSATL",1952,200,"ICCAT","billfish"
"977","SWORDSATL",1953,200,"ICCAT","billfish"
"978","SWORDSATL",1954,100,"ICCAT","billfish"
"979","SWORDSATL",1955,100,"ICCAT","billfish"
"980","SWORDSATL",1956,1,"ICCAT","billfish"
"981","SWORDSATL",1957,224,"ICCAT","billfish"
"982","SWORDSATL",1958,92,"ICCAT","billfish"
"983","SWORDSATL",1959,171,"ICCAT","billfish"
"984","SWORDSATL",1960,459,"ICCAT","billfish"
"985","SWORDSATL",1961,1020,"ICCAT","billfish"
"986","SWORDSATL",1962,769,"ICCAT","billfish"
"987","SWORDSATL",1963,1420,"ICCAT","billfish"
"988","SWORDSATL",1964,2030,"ICCAT","billfish"
"989","SWORDSATL",1965,2580,"ICCAT","billfish"
"990","SWORDSATL",1966,1950,"ICCAT","billfish"
"991","SWORDSATL",1967,1580,"ICCAT","billfish"
"992","SWORDSATL",1968,2450,"ICCAT","billfish"
"993","SWORDSATL",1969,4480,"ICCAT","billfish"
"994","SWORDSATL",1970,5430,"ICCAT","billfish"
"995","SWORDSATL",1971,2170,"ICCAT","billfish"
"996","SWORDSATL",1972,2580,"ICCAT","billfish"
"997","SWORDSATL",1973,3080,"ICCAT","billfish"
"998","SWORDSATL",1974,2750,"ICCAT","billfish"
"999","SWORDSATL",1975,3060,"ICCAT","billfish"
"1000","SWORDSATL",1976,2810,"ICCAT","billfish"
"1001","SWORDSATL",1977,2860,"ICCAT","billfish"
"1002","SWORDSATL",1978,2770,"ICCAT","billfish"
"1003","SWORDSATL",1979,3290,"ICCAT","billfish"
"1004","SWORDSATL",1980,5320,"ICCAT","billfish"
"1005","SWORDSATL",1981,3980,"ICCAT","billfish"
"1006","SWORDSATL",1982,6450,"ICCAT","billfish"
"1007","SWORDSATL",1983,5400,"ICCAT","billfish"
"1008","SWORDSATL",1984,9160,"ICCAT","billfish"
"1009","SWORDSATL",1985,9590,"ICCAT","billfish"
"1010","SWORDSATL",1986,5890,"ICCAT","billfish"
"1011","SWORDSATL",1987,6030,"ICCAT","billfish"
"1012","SWORDSATL",1988,13200,"ICCAT","billfish"
"1013","SWORDSATL",1989,17100,"ICCAT","billfish"
"1014","SWORDSATL",1990,17300,"ICCAT","billfish"
"1015","SWORDSATL",1991,13900,"ICCAT","billfish"
"1016","SWORDSATL",1992,13800,"ICCAT","billfish"
"1017","SWORDSATL",1993,16100,"ICCAT","billfish"
"1018","SWORDSATL",1994,19000,"ICCAT","billfish"
"1019","SWORDSATL",1995,21900,"ICCAT","billfish"
"1020","SWORDSATL",1996,18300,"ICCAT","billfish"
"1021","SWORDSATL",1997,18500,"ICCAT","billfish"
"1022","SWORDSATL",1998,14000,"ICCAT","billfish"
"1023","SWORDSATL",1999,15500,"ICCAT","billfish"
"1024","SWORDSATL",2000,15700,"ICCAT","billfish"
"1025","SWORDSATL",2001,15100,"ICCAT","billfish"
"1026","SWORDSATL",2002,14100,"ICCAT","billfish"
"1027","SWORDSATL",2003,12600,"ICCAT","billfish"
"1028","SWORDSATL",2004,13100,"ICCAT","billfish"
"1029","SWORDSATL",2005,13200,"ICCAT","billfish"
"1030","SWORDSATL",2006,14200,"ICCAT","billfish"
"1031","SWORDSATL",2007,15600,"ICCAT","billfish"
"1032","SWORDSATL",2008,12500,"ICCAT","billfish"
"1033","SWORDSATL",2009,12700,"ICCAT","billfish"
"1034","SWORDSATL",2010,12700,"ICCAT","billfish"
"1035","SWORDSATL",2011,11400,"ICCAT","billfish"
"1036","SWORDSATL",2012,10500,"ICCAT","billfish"
"1037","SWORDSATL",2013,9169,"ICCAT","billfish"
"1038","SWORDSATL",2014,9956,"ICCAT","billfish"
"1039","SWORDSATL",2015,10338,"ICCAT","billfish"
"1040","SWORDSATL",2016,10658,"ICCAT","billfish"
"1041","SWORDSATL",2017,10556,"ICCAT","billfish"
"1042","SWORDSATL",2018,10404,"ICCAT","billfish"
"1043","SWORDWCNPAC",1975,9821,"WCPFC","billfish"
"1044","SWORDWCNPAC",1976,15011,"WCPFC","billfish"
"1045","SWORDWCNPAC",1977,16044,"WCPFC","billfish"
"1046","SWORDWCNPAC",1978,15177,"WCPFC","billfish"
"1047","SWORDWCNPAC",1979,16811,"WCPFC","billfish"
"1048","SWORDWCNPAC",1980,14690,"WCPFC","billfish"
"1049","SWORDWCNPAC",1981,12923,"WCPFC","billfish"
"1050","SWORDWCNPAC",1982,14102,"WCPFC","billfish"
"1051","SWORDWCNPAC",1983,12227,"WCPFC","billfish"
"1052","SWORDWCNPAC",1984,15101,"WCPFC","billfish"
"1053","SWORDWCNPAC",1985,15587,"WCPFC","billfish"
"1054","SWORDWCNPAC",1986,17307,"WCPFC","billfish"
"1055","SWORDWCNPAC",1987,18186,"WCPFC","billfish"
"1056","SWORDWCNPAC",1988,16915,"WCPFC","billfish"
"1057","SWORDWCNPAC",1989,14706,"WCPFC","billfish"
"1058","SWORDWCNPAC",1990,13003,"WCPFC","billfish"
"1059","SWORDWCNPAC",1991,14072,"WCPFC","billfish"
"1060","SWORDWCNPAC",1992,16442,"WCPFC","billfish"
"1061","SWORDWCNPAC",1993,16575,"WCPFC","billfish"
"1062","SWORDWCNPAC",1994,13109,"WCPFC","billfish"
"1063","SWORDWCNPAC",1995,11950,"WCPFC","billfish"
"1064","SWORDWCNPAC",1996,11170,"WCPFC","billfish"
"1065","SWORDWCNPAC",1997,11055,"WCPFC","billfish"
"1066","SWORDWCNPAC",1998,11005,"WCPFC","billfish"
"1067","SWORDWCNPAC",1999,10806,"WCPFC","billfish"
"1068","SWORDWCNPAC",2000,14055,"WCPFC","billfish"
"1069","SWORDWCNPAC",2001,11799,"WCPFC","billfish"
"1070","SWORDWCNPAC",2002,12605,"WCPFC","billfish"
"1071","SWORDWCNPAC",2003,12370,"WCPFC","billfish"
"1072","SWORDWCNPAC",2004,13100,"WCPFC","billfish"
"1073","SWORDWCNPAC",2005,13923,"WCPFC","billfish"
"1074","SWORDWCNPAC",2006,14200,"WCPFC","billfish"
"1075","SWORDWCNPAC",2007,12032,"WCPFC","billfish"
"1076","SWORDWCNPAC",2008,11456,"WCPFC","billfish"
"1077","SWORDWCNPAC",2009,10182,"WCPFC","billfish"
"1078","SWORDWCNPAC",2010,9117,"WCPFC","billfish"
"1079","SWORDWCNPAC",2011,9588,"WCPFC","billfish"
"1080","SWORDWCNPAC",2012,10608,"WCPFC","billfish"
"1081","SWORDWCNPAC",2013,9241,"WCPFC","billfish"
"1082","SWORDWCNPAC",2014,9211,"WCPFC","billfish"
"1083","SWORDWCNPAC",2015,11672,"WCPFC","billfish"
"1084","SWORDWCNPAC",2016,10068,"WCPFC","billfish"
"1085","SWORDWCNPAC",2017,8851,"WCPFC","billfish"
"1086","SWORDWCNPAC",2018,9135,"WCPFC","billfish"
"1087","WMARLINATL",1956,19,"ICCAT","billfish"
"1088","WMARLINATL",1957,160,"ICCAT","billfish"
"1089","WMARLINATL",1958,161,"ICCAT","billfish"
"1090","WMARLINATL",1959,112,"ICCAT","billfish"
"1091","WMARLINATL",1960,313,"ICCAT","billfish"
"1092","WMARLINATL",1961,830,"ICCAT","billfish"
"1093","WMARLINATL",1962,2060,"ICCAT","billfish"
"1094","WMARLINATL",1963,2610,"ICCAT","billfish"
"1095","WMARLINATL",1964,3740,"ICCAT","billfish"
"1096","WMARLINATL",1965,4910,"ICCAT","billfish"
"1097","WMARLINATL",1966,3510,"ICCAT","billfish"
"1098","WMARLINATL",1967,1430,"ICCAT","billfish"
"1099","WMARLINATL",1968,2050,"ICCAT","billfish"
"1100","WMARLINATL",1969,2270,"ICCAT","billfish"
"1101","WMARLINATL",1970,2150,"ICCAT","billfish"
"1102","WMARLINATL",1971,2270,"ICCAT","billfish"
"1103","WMARLINATL",1972,2290,"ICCAT","billfish"
"1104","WMARLINATL",1973,1870,"ICCAT","billfish"
"1105","WMARLINATL",1974,1780,"ICCAT","billfish"
"1106","WMARLINATL",1975,1760,"ICCAT","billfish"
"1107","WMARLINATL",1976,1840,"ICCAT","billfish"
"1108","WMARLINATL",1977,1150,"ICCAT","billfish"
"1109","WMARLINATL",1978,975,"ICCAT","billfish"
"1110","WMARLINATL",1979,1040,"ICCAT","billfish"
"1111","WMARLINATL",1980,976,"ICCAT","billfish"
"1112","WMARLINATL",1981,1240,"ICCAT","billfish"
"1113","WMARLINATL",1982,1100,"ICCAT","billfish"
"1114","WMARLINATL",1983,1780,"ICCAT","billfish"
"1115","WMARLINATL",1984,1210,"ICCAT","billfish"
"1116","WMARLINATL",1985,1730,"ICCAT","billfish"
"1117","WMARLINATL",1986,1640,"ICCAT","billfish"
"1118","WMARLINATL",1987,1550,"ICCAT","billfish"
"1119","WMARLINATL",1988,1400,"ICCAT","billfish"
"1120","WMARLINATL",1989,1830,"ICCAT","billfish"
"1121","WMARLINATL",1990,1660,"ICCAT","billfish"
"1122","WMARLINATL",1991,1630,"ICCAT","billfish"
"1123","WMARLINATL",1992,1460,"ICCAT","billfish"
"1124","WMARLINATL",1993,1540,"ICCAT","billfish"
"1125","WMARLINATL",1994,2110,"ICCAT","billfish"
"1126","WMARLINATL",1995,1760,"ICCAT","billfish"
"1127","WMARLINATL",1996,1570,"ICCAT","billfish"
"1128","WMARLINATL",1997,1430,"ICCAT","billfish"
"1129","WMARLINATL",1998,1680,"ICCAT","billfish"
"1130","WMARLINATL",1999,1570,"ICCAT","billfish"
"1131","WMARLINATL",2000,1534,"ICCAT","billfish"
"1132","WMARLINATL",2001,1078,"ICCAT","billfish"
"1133","WMARLINATL",2002,1012,"ICCAT","billfish"
"1134","WMARLINATL",2003,845,"ICCAT","billfish"
"1135","WMARLINATL",2004,841,"ICCAT","billfish"
"1136","WMARLINATL",2005,768,"ICCAT","billfish"
"1137","WMARLINATL",2006,612,"ICCAT","billfish"
"1138","WMARLINATL",2007,748,"ICCAT","billfish"
"1139","WMARLINATL",2008,711,"ICCAT","billfish"
"1140","WMARLINATL",2009,753,"ICCAT","billfish"
"1141","WMARLINATL",2010,504,"ICCAT","billfish"
"1142","WMARLINATL",2011,530,"ICCAT","billfish"
"1143","WMARLINATL",2012,464,"ICCAT","billfish"
"1144","WMARLINATL",2013,640,"ICCAT","billfish"
"1145","WMARLINATL",2014,436,"ICCAT","billfish"
"1146","WMARLINATL",2015,480,"ICCAT","billfish"
"1147","WMARLINATL",2016,442,"ICCAT","billfish"
"1148","WMARLINATL",2017,422,"ICCAT","billfish"
"1149","WMARLINATL",2018,304,"ICCAT","billfish"
